qid,structural,semantic,program_depth,question,gt_answer,blip_answer,mismatch_label,vilt_answer,vilt_correct
01859646,query,rel,3,The baby is wearing what?,jeans,shirt and jeans,blip_superset,shirt,False
08390836,query,rel,3,What sits on the coffee table?,can,soda cans,blip_superset,cups,False
02895276,query,rel,3,Who is wearing the hat?,woman,woman on left,blip_superset,woman,True
14522473,query,rel,3,Who is wearing the wristband?,boy,boy in blue shirt,blip_superset,man,False
16806758,query,rel,4,The person that is not old is holding what?,racket,tennis racket,blip_superset,tennis racket,False
16806725,query,rel,3,What is he carrying?,racket,tennis racket,blip_superset,tennis racket,False
02207939,query,rel,4,What do you think is the happy person lying on?,seat,car seat,blip_superset,couch,False
02207940,query,rel,3,What is the man lying on?,seat,car seat,blip_superset,couch,False
17667825,query,rel,3,What's the girl holding?,phone,cell phone,blip_superset,phone,True
17667798,query,rel,4,The girl in front of the mountain is using what?,phone,cell phone,blip_superset,phone,True
07997316,query,rel,3,What are the fruits on top of the table?,apples,bananas apples pears,blip_superset,apples,True
11211649,query,rel,3,What drink is to the right of the cucumbers?,tea,iced tea,blip_superset,juice,False
11211656,query,rel,3,Which kind of drink is to the right of the peppers?,tea,iced tea,blip_superset,juice,False
07741313,query,rel,4,What is the food that is on the rounded plate?,rice,rice and carrots,blip_superset,dinner,False
07741314,query,rel,3,Which kind of food is on the plate?,rice,rice carrots and meat,blip_superset,dinner,False
16165357,query,rel,3,What does the man wear?,shirt,blue shirt,blip_superset,shirt,True
181014709,query,rel,3,What does the girl wear?,shorts,tank top and shorts,blip_superset,t shirt,False
181014643,query,rel,3,What is the guy wearing?,shirt,t shirt and shorts,blip_superset,t shirt,False
10321393,query,rel,3,What is on the plate?,broccoli,broccoli rice and meat,blip_superset,food,False
10321392,query,rel,4,What is on the plate of food?,broccoli,broccoli rice and meat,blip_superset,broccoli,True
0331719,query,rel,3,What is located on top of the rug?,table,coffee table,blip_superset,coffee table,False
08337226,query,rel,3,Who is standing on the dirt?,players,baseball players,blip_superset,catcher,False
11655341,query,rel,3,The man is on what?,bike,dirt bike,blip_superset,motorcycle,False
11655342,query,rel,3,What is the man on?,bike,dirt bike,blip_superset,motorcycle,False
12361276,query,rel,4,Who is holding the blue kite?,boy,boy on left,blip_superset,boy,True
12361277,query,rel,3,Who is holding the kite?,boy,boy on left,blip_superset,boy,True
01806809,query,rel,3,Which kind of fast food is on the plates?,fries,french fries,blip_superset,fries,True
10274415,query,rel,3,The pitcher is throwing what?,ball,baseball,blip_superset,baseball,False
10274416,query,rel,3,What is the pitcher throwing?,ball,baseball,blip_superset,baseball,False
08286743,query,rel,4,What is the person near the shirt holding?,racket,tennis racket,blip_superset,tennis racket,False
1772943,query,rel,4,Who is holding the device to the right of the box?,man,woman,blip_superset,woman,False
16371943,query,rel,5,What bird is in front of the leafy trees near the street?,eagle,bald eagle,blip_superset,hawk,False
17256297,query,rel,3,What is the woman wearing?,coat,brown coat,blip_superset,dress,False
17256300,query,rel,3,What's the woman wearing?,coat,brown coat,blip_superset,dress,False
00600968,query,rel,3,Who is the man watching?,skater,other skaters,blip_superset,skateboarder,False
07522178,query,rel,3,Who is wearing a shirt?,men,both men,blip_superset,man,False
07522181,query,rel,3,Who is wearing jeans?,men,both men,blip_superset,boy,False
07522165,query,rel,3,Who is wearing shoes?,men,both men,blip_superset,man,False
05166262,query,rel,3,Who is carrying the surfboard?,woman,woman on left,blip_superset,man,False
141011192,query,rel,4,What does the woman that to the right of the man wear?,shirt,red shirt,blip_superset,coat,False
12663547,query,rel,3,Who wears a bandana?,boy,boy on right,blip_superset,man,False
03250046,query,rel,3,Who is wearing a tee shirt?,man,man on right,blip_superset,man,True
03250063,query,rel,3,Who holds the ball?,man,man on left,blip_superset,man,True
1398593,query,rel,3,What is she catching?,ball,soccer ball,blip_superset,soccer ball,False
1398603,query,rel,4,The girl that is playing is hitting what?,ball,soccer ball,blip_superset,ball,True
1398595,query,rel,3,What is the girl catching?,ball,soccer ball,blip_superset,soccer ball,False
11307684,query,rel,3,What's on the table?,glass,wine glasses,blip_superset,wine,False
18134990,query,rel,3,What is she holding?,racket,tennis racket,blip_superset,tennis racket,False
05959508,query,rel,4,What is the man to the left of the snowboard wearing?,jacket,black jacket,blip_superset,hat,False
15974642,query,rel,3,Who is in front of the spectators?,player,tennis player,blip_superset,man,False
15974619,query,rel,3,Who is holding the racket?,player,tennis player,blip_superset,man,False
15974612,query,rel,3,Who is wearing a shirt?,player,tennis player,blip_superset,tennis player,False
15974635,query,rel,3,Who is wearing the wristband?,player,tennis player,blip_superset,man,False
15974623,query,rel,3,What is the player holding?,racket,tennis racket,blip_superset,tennis racket,False
15974613,query,rel,3,Who is wearing the shirt?,player,tennis player,blip_superset,tennis player,False
15974670,query,rel,3,Who are the spectators watching?,player,tennis player,blip_superset,tennis,False
12164586,query,rel,3,What's the woman holding?,glass,wine glass,blip_superset,wine glass,False
12164584,query,rel,3,She is holding what?,glass,wine glass,blip_superset,wine glass,False
09276707,query,rel,3,What's stuck in the bun?,fries,french fries,blip_superset,hot dog,False
09276898,query,rel,3,What food is on the plate?,fries,burger and fries,blip_superset,hot dog,False
09276711,query,rel,3,What food is stuck in the bun?,fries,french fries,blip_superset,hot dog,False
14275301,query,rel,3,What is he holding?,racket,tennis racket,blip_superset,tennis racket,False
06425517,query,rel,3,What are the vehicles on the street?,cars,trolley cars,blip_superset,train,False
17891474,query,rel,3,Which kind of animal is behind the candles?,bear,polar bear,blip_superset,bear,True
07837721,query,rel,4,Who is watching the woman that is on the vase?,man,woman,blip_superset,photographer,False
12344623,query,rel,4,Who is walking down the sidewalk near the street lamp?,man,woman,blip_superset,man,True
13594866,query,rel,4,What is the woman to the left of the chair wearing?,shirt,black shirt and jeans,blip_superset,shirt,True
13595076,query,rel,3,Who is wearing the jeans?,girl,girl on left,blip_superset,woman,False
19981891,query,rel,3,Who is in front of the table?,man,woman,blip_superset,man,True
19949260,query,rel,3,What is the spinach in?,bag,plastic bag,blip_superset,box,False
12774643,query,rel,4,Who is standing in front of the truck that the car is behind of?,men,two men,blip_superset,men,True
08225136,query,rel,4,What does the person that is playing wear?,shorts,blue shirt and white shorts,blip_superset,shorts,True
02992404,query,rel,5,What is in the filled glass on the table?,juice,orange juice,blip_superset,water,False
02992405,query,rel,4,What drink is in the glass on the table?,juice,orange juice,blip_superset,water,False
11143964,query,rel,4,The man that is jumping is holding what?,racket,tennis racket,blip_superset,tennis racket,False
11143966,query,rel,3,What's the man holding?,racket,tennis racket,blip_superset,tennis racket,False
11143955,query,rel,3,He is hitting what?,ball,tennis ball,blip_superset,tennis ball,False
09807729,query,rel,3,Who is wearing a glove?,player,baseball player,blip_superset,pitcher,False
09807736,query,rel,3,Who is in the field?,player,baseball player,blip_superset,man,False
09807735,query,rel,4,Who is in the green field?,player,baseball player,blip_superset,man,False
09807764,query,rel,3,Who is wearing pants?,player,baseball player,blip_superset,player,True
09807718,query,rel,3,Who is wearing the shirt?,player,baseball player,blip_superset,man,False
09807743,query,rel,3,Who is wearing a cap?,player,baseball player,blip_superset,player,True
09807717,query,rel,3,Who is wearing a shirt?,player,baseball player,blip_superset,man,False
18261381,query,rel,3,What is the boy catching?,ball,soccer ball,blip_superset,ball,True
10226033,query,rel,3,Who is catching a frisbee?,man,man in brown shorts,blip_superset,man,True
17938510,query,rel,3,What is the man hitting?,ball,tennis ball,blip_superset,tennis ball,False
08897003,query,rel,4,Where does the man that is talking stand on?,snow,on top of snow,blip_superset,sign,False
08897169,query,rel,3,What vehicle is in the parking lot?,van,white van,blip_superset,car,False
08897185,query,rel,5,What is the vehicle to the right of the parked vehicles near the building?,van,white van,blip_superset,truck,False
13923439,query,rel,3,What is the item of furniture on the sand?,chair,beach chairs,blip_superset,umbrella,False
13923635,query,rel,3,What kind of furniture is on the sand?,chair,beach chairs,blip_superset,umbrellas,False
13923636,query,rel,3,Which kind of furniture is on the sand?,chair,beach chairs,blip_superset,umbrella,False
13923668,query,rel,3,What is the piece of furniture in the sand?,chair,lounge chair,blip_superset,umbrella,False
13923440,query,rel,3,Which kind of furniture is on the sand?,chair,beach chairs,blip_superset,umbrella,False
071039146,query,rel,3,What is the man holding?,pole,ski poles,blip_superset,ski poles,False
071039148,query,rel,3,What does the man hold?,pole,ski poles,blip_superset,ski poles,False
071039145,query,rel,3,He is holding what?,pole,ski poles,blip_superset,ski poles,False
09785987,query,rel,3,What is in the glass?,tea,iced tea,blip_superset,tea,True
14696149,query,rel,4,What food is on the plate of food?,sandwich,soup and sandwich,blip_superset,soup,False
09488817,query,rel,3,What items of furniture are to the left of the women?,shelves,bookshelves,blip_superset,chairs,False
09488815,query,rel,4,What are the items of furniture that are to the left of the people on the left?,shelves,bookshelves,blip_superset,chairs,False
18616837,query,rel,3,What is the woman holding?,racket,tennis racket,blip_superset,tennis racket,False
00211165,query,rel,3,What is the woman hitting?,ball,tennis ball,blip_superset,tennis ball,False
00211183,query,rel,3,What does the woman hold?,racket,tennis racket,blip_superset,tennis racket,False
00458000,query,rel,4,What is the man to the left of the beer using?,phone,cell phone,blip_superset,phone,True
15526536,query,rel,3,What is the animal that leans on the post called?,bear,teddy bear,blip_superset,bear,True
00829044,query,rel,4,What does the person that is playing hold?,racket,tennis racket,blip_superset,tennis racket,False
05276981,query,rel,3,What does the man wear?,shirt,t shirt and jeans,blip_superset,shirt,True
04682487,query,rel,3,Who is on the field?,player,baseball players,blip_superset,batter,False
12713771,query,rel,4,The woman to the left of the man is holding what?,glass,wine glass,blip_superset,glass,True
04996789,query,rel,4,What is the woman to the right of the person holding?,racket,tennis racket,blip_superset,tennis racket,False
04996799,query,rel,4,What is the woman to the right of the person carrying?,racket,tennis racket,blip_superset,tennis racket,False
08552916,query,rel,3,Who is riding on the bike?,man,man and woman,blip_superset,man,True
021060823,query,rel,4,What is the baseball player standing on?,mound,pitcher ' s mound,blip_superset,mound,True
08203352,query,rel,3,What is the piece of furniture that the magazines are on?,table,coffee table,blip_superset,table,True
08203368,query,rel,3,What item of furniture are the magazines sitting on?,table,coffee table,blip_superset,table,True
08203366,query,rel,3,What are the magazines sitting on?,table,coffee table,blip_superset,table,True
19738599,query,rel,3,Who is sitting on the motorcycle?,officer,police officer,blip_superset,police,False
19738588,query,rel,3,Who is wearing the helmet?,officer,police officer,blip_superset,man,False
19738587,query,rel,3,Who is wearing a helmet?,officer,police officer,blip_superset,man,False
